Question,Question_Subscale_or_Scale_Value,Avg_Aggregate_Description_Text_Response,Avg_Self_Comparison_Text_Response,Avg_Supervisor_Comparison_Text_Response,Avg_Subordinate_Comparison_Text_Response,Avg_Peer_Comparison_Text_Response,Coaching_Response
INTSTIM5,3SD_Positive,Relative to the general population +3 SD INTSTIM5.,Relative to the self-rating +3 SD INTSTIM5.,Relative to the supervisor-rating +3 SD INTSTIM5.,Relative to the subordinate ratings +3 SD INTSTIM5.,Relative to the peer ratings +3 SD INTSTIM5.,Coaching   +3 SD INTSTIM5.
INTSTIM6,3SD_Negative,Relative to the general population -3 SD INTSTIM6.,Relative to the self-rating -3 SD INTSTIM6.,Relative to the supervisor-rating -3 SD INTSTIM6.,Relative to the subordinate ratings -3 SD INTSTIM6.,Relative to the peer ratings -3 SD INTSTIM6.,Coaching   -3 SD INTSTIM6.
INTSTIM6,2SD_Negative,Relative to the general population -2 SD INTSTIM6.,Relative to the self-rating -2 SD INTSTIM6.,Relative to the supervisor-rating -2 SD INTSTIM6.,Relative to the subordinate ratings -2 SD INTSTIM6.,Relative to the peer ratings -2 SD INTSTIM6.,Coaching   -2 SD INTSTIM6.
INTSTIM6,1SD_Negative,Relative to the general population -1 SD INTSTIM6.,Relative to the self-rating -1 SD INTSTIM6.,Relative to the supervisor-rating -1 SD INTSTIM6.,Relative to the subordinate ratings -1 SD INTSTIM6.,Relative to the peer ratings -1 SD INTSTIM6.,Coaching   -1 SD INTSTIM6.
INTSTIM6,Average,Relative to the general population Average INTSTIM6.,Relative to the self-rating Average INTSTIM6.,Relative to the supervisor-rating Average INTSTIM6.,Relative to the subordinate ratings Average INTSTIM6.,Relative to the peer ratings Average INTSTIM6.,Coaching  Average INTSTIM6.
INTSTIM6,1SD_Positive,Relative to the general population +1 SD INTSTIM6.,Relative to the self-rating +1 SD INTSTIM6.,Relative to the supervisor-rating +1 SD INTSTIM6.,Relative to the subordinate ratings +1 SD INTSTIM6.,Relative to the peer ratings +1 SD INTSTIM6.,Coaching   +1 SD INTSTIM6.
INTSTIM6,2SD_Positive,Relative to the general population +2 SD INTSTIM6.,Relative to the self-rating +2 SD INTSTIM6.,Relative to the supervisor-rating +2 SD INTSTIM6.,Relative to the subordinate ratings +2 SD INTSTIM6.,Relative to the peer ratings +2 SD INTSTIM6.,Coaching   +2 SD INTSTIM6.
INTSTIM6,3SD_Positive,Relative to the general population +3 SD INTSTIM6.,Relative to the self-rating +3 SD INTSTIM6.,Relative to the supervisor-rating +3 SD INTSTIM6.,Relative to the subordinate ratings +3 SD INTSTIM6.,Relative to the peer ratings +3 SD INTSTIM6.,Coaching   +3 SD INTSTIM6.
INTSTIM7,3SD_Negative,Relative to the general population -3 SD INTSTIM7.,Relative to the self-rating -3 SD INTSTIM7.,Relative to the supervisor-rating -3 SD INTSTIM7.,Relative to the subordinate ratings -3 SD INTSTIM7.,Relative to the peer ratings -3 SD INTSTIM7.,Coaching   -3 SD INTSTIM7.
INTSTIM7,2SD_Negative,Relative to the general population -2 SD INTSTIM7.,Relative to the self-rating -2 SD INTSTIM7.,Relative to the supervisor-rating -2 SD INTSTIM7.,Relative to the subordinate ratings -2 SD INTSTIM7.,Relative to the peer ratings -2 SD INTSTIM7.,Coaching   -2 SD INTSTIM7.
INTSTIM7,1SD_Negative,Relative to the general population -1 SD INTSTIM7.,Relative to the self-rating -1 SD INTSTIM7.,Relative to the supervisor-rating -1 SD INTSTIM7.,Relative to the subordinate ratings -1 SD INTSTIM7.,Relative to the peer ratings -1 SD INTSTIM7.,Coaching   -1 SD INTSTIM7.
INTSTIM7,Average,Relative to the general population Average INTSTIM7.,Relative to the self-rating Average INTSTIM7.,Relative to the supervisor-rating Average INTSTIM7.,Relative to the subordinate ratings Average INTSTIM7.,Relative to the peer ratings Average INTSTIM7.,Coaching  Average INTSTIM7.
INTSTIM7,1SD_Positive,Relative to the general population +1 SD INTSTIM7.,Relative to the self-rating +1 SD INTSTIM7.,Relative to the supervisor-rating +1 SD INTSTIM7.,Relative to the subordinate ratings +1 SD INTSTIM7.,Relative to the peer ratings +1 SD INTSTIM7.,Coaching   +1 SD INTSTIM7.
INTSTIM7,2SD_Positive,Relative to the general population +2 SD INTSTIM7.,Relative to the self-rating +2 SD INTSTIM7.,Relative to the supervisor-rating +2 SD INTSTIM7.,Relative to the subordinate ratings +2 SD INTSTIM7.,Relative to the peer ratings +2 SD INTSTIM7.,Coaching   +2 SD INTSTIM7.
INTSTIM7,3SD_Positive,Relative to the general population +3 SD INTSTIM7.,Relative to the self-rating +3 SD INTSTIM7.,Relative to the supervisor-rating +3 SD INTSTIM7.,Relative to the subordinate ratings +3 SD INTSTIM7.,Relative to the peer ratings +3 SD INTSTIM7.,Coaching   +3 SD INTSTIM7.
INTSTIM8,3SD_Negative,Relative to the general population -3 SD INTSTIM8.,Relative to the self-rating -3 SD INTSTIM8.,Relative to the supervisor-rating -3 SD INTSTIM8.,Relative to the subordinate ratings -3 SD INTSTIM8.,Relative to the peer ratings -3 SD INTSTIM8.,Coaching   -3 SD INTSTIM8.
INTSTIM8,2SD_Negative,Relative to the general population -2 SD INTSTIM8.,Relative to the self-rating -2 SD INTSTIM8.,Relative to the supervisor-rating -2 SD INTSTIM8.,Relative to the subordinate ratings -2 SD INTSTIM8.,Relative to the peer ratings -2 SD INTSTIM8.,Coaching   -2 SD INTSTIM8.
INTSTIM8,1SD_Negative,Relative to the general population -1 SD INTSTIM8.,Relative to the self-rating -1 SD INTSTIM8.,Relative to the supervisor-rating -1 SD INTSTIM8.,Relative to the subordinate ratings -1 SD INTSTIM8.,Relative to the peer ratings -1 SD INTSTIM8.,Coaching   -1 SD INTSTIM8.
INTSTIM8,Average,Relative to the general population Average INTSTIM8.,Relative to the self-rating Average INTSTIM8.,Relative to the supervisor-rating Average INTSTIM8.,Relative to the subordinate ratings Average INTSTIM8.,Relative to the peer ratings Average INTSTIM8.,Coaching  Average INTSTIM8.
INTSTIM8,1SD_Positive,Relative to the general population +1 SD INTSTIM8.,Relative to the self-rating +1 SD INTSTIM8.,Relative to the supervisor-rating +1 SD INTSTIM8.,Relative to the subordinate ratings +1 SD INTSTIM8.,Relative to the peer ratings +1 SD INTSTIM8.,Coaching   +1 SD INTSTIM8.
INTSTIM8,2SD_Positive,Relative to the general population +2 SD INTSTIM8.,Relative to the self-rating +2 SD INTSTIM8.,Relative to the supervisor-rating +2 SD INTSTIM8.,Relative to the subordinate ratings +2 SD INTSTIM8.,Relative to the peer ratings +2 SD INTSTIM8.,Coaching   +2 SD INTSTIM8.
INTSTIM8,3SD_Positive,Relative to the general population +3 SD INTSTIM8.,Relative to the self-rating +3 SD INTSTIM8.,Relative to the supervisor-rating +3 SD INTSTIM8.,Relative to the subordinate ratings +3 SD INTSTIM8.,Relative to the peer ratings +3 SD INTSTIM8.,Coaching   +3 SD INTSTIM8.
INTSTIM9,3SD_Negative,Relative to the general population -3 SD INTSTIM9.,Relative to the self-rating -3 SD INTSTIM9.,Relative to the supervisor-rating -3 SD INTSTIM9.,Relative to the subordinate ratings -3 SD INTSTIM9.,Relative to the peer ratings -3 SD INTSTIM9.,Coaching   -3 SD INTSTIM9.
INTSTIM9,2SD_Negative,Relative to the general population -2 SD INTSTIM9.,Relative to the self-rating -2 SD INTSTIM9.,Relative to the supervisor-rating -2 SD INTSTIM9.,Relative to the subordinate ratings -2 SD INTSTIM9.,Relative to the peer ratings -2 SD INTSTIM9.,Coaching   -2 SD INTSTIM9.
INTSTIM9,1SD_Negative,Relative to the general population -1 SD INTSTIM9.,Relative to the self-rating -1 SD INTSTIM9.,Relative to the supervisor-rating -1 SD INTSTIM9.,Relative to the subordinate ratings -1 SD INTSTIM9.,Relative to the peer ratings -1 SD INTSTIM9.,Coaching   -1 SD INTSTIM9.
INTSTIM9,Average,Relative to the general population Average INTSTIM9.,Relative to the self-rating Average INTSTIM9.,Relative to the supervisor-rating Average INTSTIM9.,Relative to the subordinate ratings Average INTSTIM9.,Relative to the peer ratings Average INTSTIM9.,Coaching  Average INTSTIM9.
INTSTIM9,1SD_Positive,Relative to the general population +1 SD INTSTIM9.,Relative to the self-rating +1 SD INTSTIM9.,Relative to the supervisor-rating +1 SD INTSTIM9.,Relative to the subordinate ratings +1 SD INTSTIM9.,Relative to the peer ratings +1 SD INTSTIM9.,Coaching   +1 SD INTSTIM9.
INTSTIM9,2SD_Positive,Relative to the general population +2 SD INTSTIM9.,Relative to the self-rating +2 SD INTSTIM9.,Relative to the supervisor-rating +2 SD INTSTIM9.,Relative to the subordinate ratings +2 SD INTSTIM9.,Relative to the peer ratings +2 SD INTSTIM9.,Coaching   +2 SD INTSTIM9.
INTSTIM9,3SD_Positive,Relative to the general population +3 SD INTSTIM9.,Relative to the self-rating +3 SD INTSTIM9.,Relative to the supervisor-rating +3 SD INTSTIM9.,Relative to the subordinate ratings +3 SD INTSTIM9.,Relative to the peer ratings +3 SD INTSTIM9.,Coaching   +3 SD INTSTIM9.
INTSTIM10,3SD_Negative,Relative to the general population -3 SD INTSTIM10.,Relative to the self-rating -3 SD INTSTIM10.,Relative to the supervisor-rating -3 SD INTSTIM10.,Relative to the subordinate ratings -3 SD INTSTIM10.,Relative to the peer ratings -3 SD INTSTIM10.,Coaching   -3 SD INTSTIM10.
INTSTIM10,2SD_Negative,Relative to the general population -2 SD INTSTIM10.,Relative to the self-rating -2 SD INTSTIM10.,Relative to the supervisor-rating -2 SD INTSTIM10.,Relative to the subordinate ratings -2 SD INTSTIM10.,Relative to the peer ratings -2 SD INTSTIM10.,Coaching   -2 SD INTSTIM10.
INTSTIM10,1SD_Negative,Relative to the general population -1 SD INTSTIM10.,Relative to the self-rating -1 SD INTSTIM10.,Relative to the supervisor-rating -1 SD INTSTIM10.,Relative to the subordinate ratings -1 SD INTSTIM10.,Relative to the peer ratings -1 SD INTSTIM10.,Coaching   -1 SD INTSTIM10.
INTSTIM10,Average,Relative to the general population Average INTSTIM10.,Relative to the self-rating Average INTSTIM10.,Relative to the supervisor-rating Average INTSTIM10.,Relative to the subordinate ratings Average INTSTIM10.,Relative to the peer ratings Average INTSTIM10.,Coaching  Average INTSTIM10.
INTSTIM10,1SD_Positive,Relative to the general population +1 SD INTSTIM10.,Relative to the self-rating +1 SD INTSTIM10.,Relative to the supervisor-rating +1 SD INTSTIM10.,Relative to the subordinate ratings +1 SD INTSTIM10.,Relative to the peer ratings +1 SD INTSTIM10.,Coaching   +1 SD INTSTIM10.
INTSTIM10,2SD_Positive,Relative to the general population +2 SD INTSTIM10.,Relative to the self-rating +2 SD INTSTIM10.,Relative to the supervisor-rating +2 SD INTSTIM10.,Relative to the subordinate ratings +2 SD INTSTIM10.,Relative to the peer ratings +2 SD INTSTIM10.,Coaching   +2 SD INTSTIM10.
INTSTIM10,3SD_Positive,Relative to the general population +3 SD INTSTIM10.,Relative to the self-rating +3 SD INTSTIM10.,Relative to the supervisor-rating +3 SD INTSTIM10.,Relative to the subordinate ratings +3 SD INTSTIM10.,Relative to the peer ratings +3 SD INTSTIM10.,Coaching   +3 SD INTSTIM10.
INTSTIM11,3SD_Negative,Relative to the general population -3 SD INTSTIM11.,Relative to the self-rating -3 SD INTSTIM11.,Relative to the supervisor-rating -3 SD INTSTIM11.,Relative to the subordinate ratings -3 SD INTSTIM11.,Relative to the peer ratings -3 SD INTSTIM11.,Coaching   -3 SD INTSTIM11.
INTSTIM11,2SD_Negative,Relative to the general population -2 SD INTSTIM11.,Relative to the self-rating -2 SD INTSTIM11.,Relative to the supervisor-rating -2 SD INTSTIM11.,Relative to the subordinate ratings -2 SD INTSTIM11.,Relative to the peer ratings -2 SD INTSTIM11.,Coaching   -2 SD INTSTIM11.
INTSTIM11,1SD_Negative,Relative to the general population -1 SD INTSTIM11.,Relative to the self-rating -1 SD INTSTIM11.,Relative to the supervisor-rating -1 SD INTSTIM11.,Relative to the subordinate ratings -1 SD INTSTIM11.,Relative to the peer ratings -1 SD INTSTIM11.,Coaching   -1 SD INTSTIM11.
INTSTIM11,Average,Relative to the general population Average INTSTIM11.,Relative to the self-rating Average INTSTIM11.,Relative to the supervisor-rating Average INTSTIM11.,Relative to the subordinate ratings Average INTSTIM11.,Relative to the peer ratings Average INTSTIM11.,Coaching  Average INTSTIM11.
INTSTIM11,1SD_Positive,Relative to the general population +1 SD INTSTIM11.,Relative to the self-rating +1 SD INTSTIM11.,Relative to the supervisor-rating +1 SD INTSTIM11.,Relative to the subordinate ratings +1 SD INTSTIM11.,Relative to the peer ratings +1 SD INTSTIM11.,Coaching   +1 SD INTSTIM11.
INTSTIM11,2SD_Positive,Relative to the general population +2 SD INTSTIM11.,Relative to the self-rating +2 SD INTSTIM11.,Relative to the supervisor-rating +2 SD INTSTIM11.,Relative to the subordinate ratings +2 SD INTSTIM11.,Relative to the peer ratings +2 SD INTSTIM11.,Coaching   +2 SD INTSTIM11.
INTSTIM11,3SD_Positive,Relative to the general population +3 SD INTSTIM11.,Relative to the self-rating +3 SD INTSTIM11.,Relative to the supervisor-rating +3 SD INTSTIM11.,Relative to the subordinate ratings +3 SD INTSTIM11.,Relative to the peer ratings +3 SD INTSTIM11.,Coaching   +3 SD INTSTIM11.
INTSTIM12,3SD_Negative,Relative to the general population -3 SD INTSTIM12.,Relative to the self-rating -3 SD INTSTIM12.,Relative to the supervisor-rating -3 SD INTSTIM12.,Relative to the subordinate ratings -3 SD INTSTIM12.,Relative to the peer ratings -3 SD INTSTIM12.,Coaching   -3 SD INTSTIM12.
INTSTIM12,2SD_Negative,Relative to the general population -2 SD INTSTIM12.,Relative to the self-rating -2 SD INTSTIM12.,Relative to the supervisor-rating -2 SD INTSTIM12.,Relative to the subordinate ratings -2 SD INTSTIM12.,Relative to the peer ratings -2 SD INTSTIM12.,Coaching   -2 SD INTSTIM12.
INTSTIM12,1SD_Negative,Relative to the general population -1 SD INTSTIM12.,Relative to the self-rating -1 SD INTSTIM12.,Relative to the supervisor-rating -1 SD INTSTIM12.,Relative to the subordinate ratings -1 SD INTSTIM12.,Relative to the peer ratings -1 SD INTSTIM12.,Coaching   -1 SD INTSTIM12.
INTSTIM12,Average,Relative to the general population Average INTSTIM12.,Relative to the self-rating Average INTSTIM12.,Relative to the supervisor-rating Average INTSTIM12.,Relative to the subordinate ratings Average INTSTIM12.,Relative to the peer ratings Average INTSTIM12.,Coaching  Average INTSTIM12.
INTSTIM12,1SD_Positive,Relative to the general population +1 SD INTSTIM12.,Relative to the self-rating +1 SD INTSTIM12.,Relative to the supervisor-rating +1 SD INTSTIM12.,Relative to the subordinate ratings +1 SD INTSTIM12.,Relative to the peer ratings +1 SD INTSTIM12.,Coaching   +1 SD INTSTIM12.
INTSTIM12,2SD_Positive,Relative to the general population +2 SD INTSTIM12.,Relative to the self-rating +2 SD INTSTIM12.,Relative to the supervisor-rating +2 SD INTSTIM12.,Relative to the subordinate ratings +2 SD INTSTIM12.,Relative to the peer ratings +2 SD INTSTIM12.,Coaching   +2 SD INTSTIM12.
INTSTIM12,3SD_Positive,Relative to the general population +3 SD INTSTIM12.,Relative to the self-rating +3 SD INTSTIM12.,Relative to the supervisor-rating +3 SD INTSTIM12.,Relative to the subordinate ratings +3 SD INTSTIM12.,Relative to the peer ratings +3 SD INTSTIM12.,Coaching   +3 SD INTSTIM12.
INTSTIM13,3SD_Negative,Relative to the general population -3 SD INTSTIM13.,Relative to the self-rating -3 SD INTSTIM13.,Relative to the supervisor-rating -3 SD INTSTIM13.,Relative to the subordinate ratings -3 SD INTSTIM13.,Relative to the peer ratings -3 SD INTSTIM13.,Coaching   -3 SD INTSTIM13.
INTSTIM13,2SD_Negative,Relative to the general population -2 SD INTSTIM13.,Relative to the self-rating -2 SD INTSTIM13.,Relative to the supervisor-rating -2 SD INTSTIM13.,Relative to the subordinate ratings -2 SD INTSTIM13.,Relative to the peer ratings -2 SD INTSTIM13.,Coaching   -2 SD INTSTIM13.
INTSTIM13,1SD_Negative,Relative to the general population -1 SD INTSTIM13.,Relative to the self-rating -1 SD INTSTIM13.,Relative to the supervisor-rating -1 SD INTSTIM13.,Relative to the subordinate ratings -1 SD INTSTIM13.,Relative to the peer ratings -1 SD INTSTIM13.,Coaching   -1 SD INTSTIM13.
INTSTIM13,Average,Relative to the general population Average INTSTIM13.,Relative to the self-rating Average INTSTIM13.,Relative to the supervisor-rating Average INTSTIM13.,Relative to the subordinate ratings Average INTSTIM13.,Relative to the peer ratings Average INTSTIM13.,Coaching  Average INTSTIM13.
INTSTIM13,1SD_Positive,Relative to the general population +1 SD INTSTIM13.,Relative to the self-rating +1 SD INTSTIM13.,Relative to the supervisor-rating +1 SD INTSTIM13.,Relative to the subordinate ratings +1 SD INTSTIM13.,Relative to the peer ratings +1 SD INTSTIM13.,Coaching   +1 SD INTSTIM13.
INTSTIM13,2SD_Positive,Relative to the general population +2 SD INTSTIM13.,Relative to the self-rating +2 SD INTSTIM13.,Relative to the supervisor-rating +2 SD INTSTIM13.,Relative to the subordinate ratings +2 SD INTSTIM13.,Relative to the peer ratings +2 SD INTSTIM13.,Coaching   +2 SD INTSTIM13.
INTSTIM13,3SD_Positive,Relative to the general population +3 SD INTSTIM13.,Relative to the self-rating +3 SD INTSTIM13.,Relative to the supervisor-rating +3 SD INTSTIM13.,Relative to the subordinate ratings +3 SD INTSTIM13.,Relative to the peer ratings +3 SD INTSTIM13.,Coaching   +3 SD INTSTIM13.
MOT1,3SD_Negative,Relative to the general population -3 SD MOT1.,Relative to the self-rating -3 SD MOT1.,Relative to the supervisor-rating -3 SD MOT1.,Relative to the subordinate ratings -3 SD MOT1.,Relative to the peer ratings -3 SD MOT1.,Coaching   -3 SD MOT1.
MOT1,2SD_Negative,Relative to the general population -2 SD MOT1.,Relative to the self-rating -2 SD MOT1.,Relative to the supervisor-rating -2 SD MOT1.,Relative to the subordinate ratings -2 SD MOT1.,Relative to the peer ratings -2 SD MOT1.,Coaching   -2 SD MOT1.
MOT1,1SD_Negative,Relative to the general population -1 SD MOT1.,Relative to the self-rating -1 SD MOT1.,Relative to the supervisor-rating -1 SD MOT1.,Relative to the subordinate ratings -1 SD MOT1.,Relative to the peer ratings -1 SD MOT1.,Coaching   -1 SD MOT1.
MOT1,Average,Relative to the general population Average MOT1.,Relative to the self-rating Average MOT1.,Relative to the supervisor-rating Average MOT1.,Relative to the subordinate ratings Average MOT1.,Relative to the peer ratings Average MOT1.,Coaching  Average MOT1.
MOT1,1SD_Positive,Relative to the general population +1 SD MOT1.,Relative to the self-rating +1 SD MOT1.,Relative to the supervisor-rating +1 SD MOT1.,Relative to the subordinate ratings +1 SD MOT1.,Relative to the peer ratings +1 SD MOT1.,Coaching   +1 SD MOT1.
MOT1,2SD_Positive,Relative to the general population +2 SD MOT1.,Relative to the self-rating +2 SD MOT1.,Relative to the supervisor-rating +2 SD MOT1.,Relative to the subordinate ratings +2 SD MOT1.,Relative to the peer ratings +2 SD MOT1.,Coaching   +2 SD MOT1.
MOT1,3SD_Positive,Relative to the general population +3 SD MOT1.,Relative to the self-rating +3 SD MOT1.,Relative to the supervisor-rating +3 SD MOT1.,Relative to the subordinate ratings +3 SD MOT1.,Relative to the peer ratings +3 SD MOT1.,Coaching   +3 SD MOT1.
MOT2,3SD_Negative,Relative to the general population -3 SD MOT2.,Relative to the self-rating -3 SD MOT2.,Relative to the supervisor-rating -3 SD MOT2.,Relative to the subordinate ratings -3 SD MOT2.,Relative to the peer ratings -3 SD MOT2.,Coaching   -3 SD MOT2.
MOT2,2SD_Negative,Relative to the general population -2 SD MOT2.,Relative to the self-rating -2 SD MOT2.,Relative to the supervisor-rating -2 SD MOT2.,Relative to the subordinate ratings -2 SD MOT2.,Relative to the peer ratings -2 SD MOT2.,Coaching   -2 SD MOT2.
MOT2,1SD_Negative,Relative to the general population -1 SD MOT2.,Relative to the self-rating -1 SD MOT2.,Relative to the supervisor-rating -1 SD MOT2.,Relative to the subordinate ratings -1 SD MOT2.,Relative to the peer ratings -1 SD MOT2.,Coaching   -1 SD MOT2.
MOT2,Average,Relative to the general population Average MOT2.,Relative to the self-rating Average MOT2.,Relative to the supervisor-rating Average MOT2.,Relative to the subordinate ratings Average MOT2.,Relative to the peer ratings Average MOT2.,Coaching  Average MOT2.
MOT2,1SD_Positive,Relative to the general population +1 SD MOT2.,Relative to the self-rating +1 SD MOT2.,Relative to the supervisor-rating +1 SD MOT2.,Relative to the subordinate ratings +1 SD MOT2.,Relative to the peer ratings +1 SD MOT2.,Coaching   +1 SD MOT2.
MOT2,2SD_Positive,Relative to the general population +2 SD MOT2.,Relative to the self-rating +2 SD MOT2.,Relative to the supervisor-rating +2 SD MOT2.,Relative to the subordinate ratings +2 SD MOT2.,Relative to the peer ratings +2 SD MOT2.,Coaching   +2 SD MOT2.
MOT2,3SD_Positive,Relative to the general population +3 SD MOT2.,Relative to the self-rating +3 SD MOT2.,Relative to the supervisor-rating +3 SD MOT2.,Relative to the subordinate ratings +3 SD MOT2.,Relative to the peer ratings +3 SD MOT2.,Coaching   +3 SD MOT2.
MOT3,3SD_Negative,Relative to the general population -3 SD MOT3.,Relative to the self-rating -3 SD MOT3.,Relative to the supervisor-rating -3 SD MOT3.,Relative to the subordinate ratings -3 SD MOT3.,Relative to the peer ratings -3 SD MOT3.,Coaching   -3 SD MOT3.
MOT3,2SD_Negative,Relative to the general population -2 SD MOT3.,Relative to the self-rating -2 SD MOT3.,Relative to the supervisor-rating -2 SD MOT3.,Relative to the subordinate ratings -2 SD MOT3.,Relative to the peer ratings -2 SD MOT3.,Coaching   -2 SD MOT3.
MOT3,1SD_Negative,Relative to the general population -1 SD MOT3.,Relative to the self-rating -1 SD MOT3.,Relative to the supervisor-rating -1 SD MOT3.,Relative to the subordinate ratings -1 SD MOT3.,Relative to the peer ratings -1 SD MOT3.,Coaching   -1 SD MOT3.
MOT3,Average,Relative to the general population Average MOT3.,Relative to the self-rating Average MOT3.,Relative to the supervisor-rating Average MOT3.,Relative to the subordinate ratings Average MOT3.,Relative to the peer ratings Average MOT3.,Coaching  Average MOT3.
MOT3,1SD_Positive,Relative to the general population +1 SD MOT3.,Relative to the self-rating +1 SD MOT3.,Relative to the supervisor-rating +1 SD MOT3.,Relative to the subordinate ratings +1 SD MOT3.,Relative to the peer ratings +1 SD MOT3.,Coaching   +1 SD MOT3.
MOT3,2SD_Positive,Relative to the general population +2 SD MOT3.,Relative to the self-rating +2 SD MOT3.,Relative to the supervisor-rating +2 SD MOT3.,Relative to the subordinate ratings +2 SD MOT3.,Relative to the peer ratings +2 SD MOT3.,Coaching   +2 SD MOT3.
MOT3,3SD_Positive,Relative to the general population +3 SD MOT3.,Relative to the self-rating +3 SD MOT3.,Relative to the supervisor-rating +3 SD MOT3.,Relative to the subordinate ratings +3 SD MOT3.,Relative to the peer ratings +3 SD MOT3.,Coaching   +3 SD MOT3.
MOT4,3SD_Negative,Relative to the general population -3 SD MOT4.,Relative to the self-rating -3 SD MOT4.,Relative to the supervisor-rating -3 SD MOT4.,Relative to the subordinate ratings -3 SD MOT4.,Relative to the peer ratings -3 SD MOT4.,Coaching   -3 SD MOT4.
MOT4,2SD_Negative,Relative to the general population -2 SD MOT4.,Relative to the self-rating -2 SD MOT4.,Relative to the supervisor-rating -2 SD MOT4.,Relative to the subordinate ratings -2 SD MOT4.,Relative to the peer ratings -2 SD MOT4.,Coaching   -2 SD MOT4.
MOT4,1SD_Negative,Relative to the general population -1 SD MOT4.,Relative to the self-rating -1 SD MOT4.,Relative to the supervisor-rating -1 SD MOT4.,Relative to the subordinate ratings -1 SD MOT4.,Relative to the peer ratings -1 SD MOT4.,Coaching   -1 SD MOT4.
MOT4,Average,Relative to the general population Average MOT4.,Relative to the self-rating Average MOT4.,Relative to the supervisor-rating Average MOT4.,Relative to the subordinate ratings Average MOT4.,Relative to the peer ratings Average MOT4.,Coaching  Average MOT4.
MOT4,1SD_Positive,Relative to the general population +1 SD MOT4.,Relative to the self-rating +1 SD MOT4.,Relative to the supervisor-rating +1 SD MOT4.,Relative to the subordinate ratings +1 SD MOT4.,Relative to the peer ratings +1 SD MOT4.,Coaching   +1 SD MOT4.
MOT4,2SD_Positive,Relative to the general population +2 SD MOT4.,Relative to the self-rating +2 SD MOT4.,Relative to the supervisor-rating +2 SD MOT4.,Relative to the subordinate ratings +2 SD MOT4.,Relative to the peer ratings +2 SD MOT4.,Coaching   +2 SD MOT4.
MOT4,3SD_Positive,Relative to the general population +3 SD MOT4.,Relative to the self-rating +3 SD MOT4.,Relative to the supervisor-rating +3 SD MOT4.,Relative to the subordinate ratings +3 SD MOT4.,Relative to the peer ratings +3 SD MOT4.,Coaching   +3 SD MOT4.
MOT5,3SD_Negative,Relative to the general population -3 SD MOT5.,Relative to the self-rating -3 SD MOT5.,Relative to the supervisor-rating -3 SD MOT5.,Relative to the subordinate ratings -3 SD MOT5.,Relative to the peer ratings -3 SD MOT5.,Coaching   -3 SD MOT5.
MOT5,2SD_Negative,Relative to the general population -2 SD MOT5.,Relative to the self-rating -2 SD MOT5.,Relative to the supervisor-rating -2 SD MOT5.,Relative to the subordinate ratings -2 SD MOT5.,Relative to the peer ratings -2 SD MOT5.,Coaching   -2 SD MOT5.
MOT5,1SD_Negative,Relative to the general population -1 SD MOT5.,Relative to the self-rating -1 SD MOT5.,Relative to the supervisor-rating -1 SD MOT5.,Relative to the subordinate ratings -1 SD MOT5.,Relative to the peer ratings -1 SD MOT5.,Coaching   -1 SD MOT5.
MOT5,Average,Relative to the general population Average MOT5.,Relative to the self-rating Average MOT5.,Relative to the supervisor-rating Average MOT5.,Relative to the subordinate ratings Average MOT5.,Relative to the peer ratings Average MOT5.,Coaching  Average MOT5.
MOT5,1SD_Positive,Relative to the general population +1 SD MOT5.,Relative to the self-rating +1 SD MOT5.,Relative to the supervisor-rating +1 SD MOT5.,Relative to the subordinate ratings +1 SD MOT5.,Relative to the peer ratings +1 SD MOT5.,Coaching   +1 SD MOT5.
MOT5,2SD_Positive,Relative to the general population +2 SD MOT5.,Relative to the self-rating +2 SD MOT5.,Relative to the supervisor-rating +2 SD MOT5.,Relative to the subordinate ratings +2 SD MOT5.,Relative to the peer ratings +2 SD MOT5.,Coaching   +2 SD MOT5.
MOT5,3SD_Positive,Relative to the general population +3 SD MOT5.,Relative to the self-rating +3 SD MOT5.,Relative to the supervisor-rating +3 SD MOT5.,Relative to the subordinate ratings +3 SD MOT5.,Relative to the peer ratings +3 SD MOT5.,Coaching   +3 SD MOT5.
MOT6,3SD_Negative,Relative to the general population -3 SD MOT6.,Relative to the self-rating -3 SD MOT6.,Relative to the supervisor-rating -3 SD MOT6.,Relative to the subordinate ratings -3 SD MOT6.,Relative to the peer ratings -3 SD MOT6.,Coaching   -3 SD MOT6.
MOT6,2SD_Negative,Relative to the general population -2 SD MOT6.,Relative to the self-rating -2 SD MOT6.,Relative to the supervisor-rating -2 SD MOT6.,Relative to the subordinate ratings -2 SD MOT6.,Relative to the peer ratings -2 SD MOT6.,Coaching   -2 SD MOT6.
MOT6,1SD_Negative,Relative to the general population -1 SD MOT6.,Relative to the self-rating -1 SD MOT6.,Relative to the supervisor-rating -1 SD MOT6.,Relative to the subordinate ratings -1 SD MOT6.,Relative to the peer ratings -1 SD MOT6.,Coaching   -1 SD MOT6.
MOT6,Average,Relative to the general population Average MOT6.,Relative to the self-rating Average MOT6.,Relative to the supervisor-rating Average MOT6.,Relative to the subordinate ratings Average MOT6.,Relative to the peer ratings Average MOT6.,Coaching  Average MOT6.
MOT6,1SD_Positive,Relative to the general population +1 SD MOT6.,Relative to the self-rating +1 SD MOT6.,Relative to the supervisor-rating +1 SD MOT6.,Relative to the subordinate ratings +1 SD MOT6.,Relative to the peer ratings +1 SD MOT6.,Coaching   +1 SD MOT6.
